ID_Depense,Date_Depense,Categorie_Depense,Montant,ID_Magasin
D0000626,2023-11-05,Salaires,7438,M08
D0000627,2023-11-01,Publicité,124,M08
D0000628,2023-11-18,Divers,56,M08
D0000629,2023-12-02,Loyer,3574,M08
D0000630,2023-12-05,Salaires,8768,M08
D0000631,2023-12-01,Divers,130,M08
D0000632,2024-01-02,Loyer,3766,M08
D0000633,2024-01-05,Salaires,7581,M08
D0000634,2024-01-08,Divers,59,M08
D0000635,2024-02-02,Loyer,3766,M08
D0000636,2024-02-05,Salaires,7550,M08
D0000637,2024-02-15,Divers,91,M08
D0000638,2024-03-02,Loyer,3766,M08
D0000639,2024-03-05,Salaires,7676,M08
D0000640,2024-03-18,Publicité,122,M08
D0000641,2024-03-10,Divers,149,M08
D0000642,2024-04-02,Loyer,3766,M08
D0000643,2024-04-05,Salaires,8558,M08
D0000644,2024-04-12,Publicité,185,M08
D0000645,2024-04-04,Divers,67,M08
D0000646,2024-05-02,Loyer,3766,M08
D0000647,2024-05-05,Salaires,8569,M08
D0000648,2024-05-15,Publicité,110,M08
D0000649,2024-05-22,Divers,186,M08
D0000650,2024-06-02,Loyer,3766,M08
D0000651,2024-06-05,Salaires,7830,M08
D0000652,2024-06-12,Divers,138,M08
D0000653,2024-07-02,Loyer,3766,M08
D0000654,2024-07-05,Salaires,7900,M08
D0000655,2024-07-14,Publicité,199,M08
D0000656,2024-07-04,Divers,187,M08
D0000657,2024-08-02,Loyer,3766,M08
D0000658,2024-08-05,Salaires,8157,M08
D0000659,2024-08-15,Publicité,156,M08
D0000660,2024-08-11,Divers,109,M08
D0000661,2024-09-02,Loyer,3766,M08
D0000662,2024-09-05,Salaires,8886,M08
D0000663,2024-09-04,Divers,107,M08
D0000664,2024-10-02,Loyer,3766,M08
D0000665,2024-10-05,Salaires,8689,M08
D0000666,2024-10-17,Publicité,175,M08
D0000667,2024-10-10,Divers,78,M08
D0000668,2024-11-02,Loyer,3766,M08
D0000669,2024-11-05,Salaires,7328,M08
D0000670,2024-11-24,Divers,117,M08
D0000671,2024-12-02,Loyer,3766,M08
D0000672,2024-12-05,Salaires,7066,M08
D0000673,2024-12-06,Divers,163,M08
D0000674,2023-01-02,Loyer,4823,M09
D0000675,2023-01-05,Salaires,7620,M09
D0000676,2023-01-07,Publicité,120,M09
D0000677,2023-01-22,Divers,54,M09
D0000678,2023-02-02,Loyer,4823,M09
D0000679,2023-02-05,Salaires,7160,M09
D0000680,2023-02-07,Publicité,113,M09
D0000681,2023-02-04,Divers,188,M09
D0000682,2023-03-02,Loyer,4823,M09
D0000683,2023-03-05,Salaires,8391,M09
D0000684,2023-03-14,Publicité,118,M09
D0000685,2023-03-02,Divers,89,M09
D0000686,2023-04-02,Loyer,4823,M09
D0000687,2023-04-05,Salaires,7645,M09
D0000688,2023-04-02,Publicité,108,M09
D0000689,2023-04-06,Divers,147,M09
D0000690,2023-05-02,Loyer,4823,M09
D0000691,2023-05-05,Salaires,7348,M09
D0000692,2023-05-20,Divers,116,M09
D0000693,2023-06-02,Loyer,4823,M09
D0000694,2023-06-05,Salaires,7991,M09
D0000695,2023-06-20,Publicité,187,M09
D0000696,2023-06-11,Divers,145,M09
D0000697,2023-07-02,Loyer,4823,M09
D0000698,2023-07-05,Salaires,7525,M09
D0000699,2023-07-09,Divers,176,M09
D0000700,2023-08-02,Loyer,4823,M09
D0000701,2023-08-05,Salaires,7189,M09
D0000702,2023-08-06,Divers,146,M09
D0000703,2023-09-02,Loyer,4823,M09
D0000704,2023-09-05,Salaires,8212,M09
D0000705,2023-09-01,Divers,193,M09
D0000706,2023-10-02,Loyer,4823,M09
D0000707,2023-10-05,Salaires,7247,M09
D0000708,2023-10-20,Divers,136,M09
D0000709,2023-11-02,Loyer,4823,M09
D0000710,2023-11-05,Salaires,7414,M09
D0000711,2023-11-24,Divers,70,M09
D0000712,2023-12-02,Loyer,4823,M09
D0000713,2023-12-05,Salaires,7106,M09
D0000714,2023-12-05,Publicité,195,M09
D0000715,2023-12-07,Divers,131,M09
D0000716,2024-01-02,Loyer,5280,M09
D0000717,2024-01-05,Salaires,8414,M09
D0000718,2024-01-15,Publicité,160,M09
D0000719,2024-01-21,Divers,76,M09
D0000720,2024-02-02,Loyer,5280,M09
D0000721,2024-02-05,Salaires,7454,M09
D0000722,2024-02-09,Publicité,186,M09
D0000723,2024-02-12,Divers,74,M09
D0000724,2024-03-02,Loyer,5280,M09
D0000725,2024-03-05,Salaires,8233,M09
D0000726,2024-03-04,Publicité,121,M09
D0000727,2024-03-16,Divers,139,M09
D0000728,2024-04-02,Loyer,5280,M09
D0000729,2024-04-05,Salaires,8766,M09
D0000730,2024-04-10,Divers,114,M09
D0000731,2024-05-02,Loyer,5280,M09
D0000732,2024-05-05,Salaires,7679,M09
D0000733,2024-05-27,Divers,159,M09
D0000734,2024-06-02,Loyer,5280,M09
D0000735,2024-06-05,Salaires,8641,M09
D0000736,2024-06-11,Divers,174,M09
D0000737,2024-07-02,Loyer,5280,M09
D0000738,2024-07-05,Salaires,8422,M09
D0000739,2024-07-12,Publicité,159,M09
D0000740,2024-07-16,Divers,179,M09
D0000741,2024-08-02,Loyer,5280,M09
D0000742,2024-08-05,Salaires,8859,M09
D0000743,2024-08-15,Publicité,138,M09
D0000744,2024-08-01,Divers,192,M09
D0000745,2024-09-02,Loyer,5280,M09
D0000746,2024-09-05,Salaires,7918,M09
D0000747,2024-09-23,Divers,168,M09
D0000748,2024-10-02,Loyer,5280,M09
D0000749,2024-10-05,Salaires,8928,M09
D0000750,2024-10-04,Divers,160,M09
D0000751,2024-11-02,Loyer,5280,M09
D0000752,2024-11-05,Salaires,8435,M09
D0000753,2024-11-04,Divers,67,M09
D0000754,2024-12-02,Loyer,5280,M09
D0000755,2024-12-05,Salaires,8853,M09
D0000756,2024-12-05,Publicité,134,M09
D0000757,2024-12-09,Divers,86,M09
D0000758,2023-01-02,Loyer,3703,M10
D0000759,2023-01-05,Salaires,8056,M10
D0000760,2023-01-17,Publicité,128,M10
D0000761,2023-01-22,Divers,142,M10
D0000762,2023-02-02,Loyer,3703,M10
D0000763,2023-02-05,Salaires,7585,M10
D0000764,2023-02-12,Divers,50,M10
D0000765,2023-03-02,Loyer,3703,M10
D0000766,2023-03-05,Salaires,8995,M10
D0000767,2023-03-21,Divers,197,M10
D0000768,2023-04-02,Loyer,3703,M10
D0000769,2023-04-05,Salaires,8303,M10
D0000770,2023-04-15,Publicité,184,M10
D0000771,2023-04-23,Divers,124,M10
D0000772,2023-05-02,Loyer,3703,M10
D0000773,2023-05-05,Salaires,8259,M10
D0000774,2023-05-28,Divers,110,M10
D0000775,2023-06-02,Loyer,3703,M10
D0000776,2023-06-05,Salaires,7493,M10
D0000777,2023-06-07,Publicité,158,M10
D0000778,2023-06-25,Divers,99,M10
D0000779,2023-07-02,Loyer,3703,M10
D0000780,2023-07-05,Salaires,8100,M10
D0000781,2023-07-10,Publicité,187,M10
D0000782,2023-07-11,Divers,154,M10
D0000783,2023-08-02,Loyer,3703,M10
D0000784,2023-08-05,Salaires,7069,M10
D0000785,2023-08-24,Divers,97,M10
D0000786,2023-09-02,Loyer,3703,M10
D0000787,2023-09-05,Salaires,7934,M10
D0000788,2023-09-13,Divers,108,M10
D0000789,2023-10-02,Loyer,3703,M10
D0000790,2023-10-05,Salaires,7589,M10
D0000791,2023-10-04,Divers,114,M10
D0000792,2023-11-02,Loyer,3703,M10
D0000793,2023-11-05,Salaires,7872,M10
D0000794,2023-11-17,Publicité,109,M10
D0000795,2023-11-18,Divers,61,M10
D0000796,2023-12-02,Loyer,3703,M10
D0000797,2023-12-05,Salaires,8078,M10
D0000798,2023-12-26,Divers,197,M10
D0000799,2024-01-02,Loyer,4018,M10
D0000800,2024-01-05,Salaires,8511,M10
D0000801,2024-01-12,Divers,139,M10
D0000802,2024-02-02,Loyer,4018,M10
D0000803,2024-02-05,Salaires,8263,M10
D0000804,2024-02-16,Divers,75,M10
D0000805,2024-03-02,Loyer,4018,M10
D0000806,2024-03-05,Salaires,7994,M10
D0000807,2024-03-15,Publicité,117,M10
D0000808,2024-03-25,Divers,114,M10
D0000809,2024-04-02,Loyer,4018,M10
D0000810,2024-04-05,Salaires,7912,M10
D0000811,2024-04-20,Divers,75,M10
D0000812,2024-05-02,Loyer,4018,M10
D0000813,2024-05-05,Salaires,7681,M10
D0000814,2024-05-07,Divers,53,M10
D0000815,2024-06-02,Loyer,4018,M10
D0000816,2024-06-05,Salaires,8456,M10
D0000817,2024-06-07,Publicité,191,M10
D0000818,2024-06-16,Divers,153,M10
D0000819,2024-07-02,Loyer,4018,M10
D0000820,2024-07-05,Salaires,7745,M10
D0000821,2024-07-06,Publicité,101,M10
D0000822,2024-07-01,Divers,199,M10
D0000823,2024-08-02,Loyer,4018,M10
D0000824,2024-08-05,Salaires,8711,M10
D0000825,2024-08-08,Publicité,142,M10
D0000826,2024-08-21,Divers,180,M10
D0000827,2024-09-02,Loyer,4018,M10
D0000828,2024-09-05,Salaires,8181,M10
D0000829,2024-09-07,Divers,117,M10
D0000830,2024-10-02,Loyer,4018,M10
D0000831,2024-10-05,Salaires,7651,M10
D0000832,2024-10-23,Divers,93,M10
D0000833,2024-11-02,Loyer,4018,M10
D0000834,2024-11-05,Salaires,7038,M10
D0000835,2024-11-23,Divers,109,M10
D0000836,2024-12-02,Loyer,4018,M10
D0000837,2024-12-05,Salaires,8277,M10
D0000838,2024-12-26,Divers,54,M10
D0000839,2023-01-02,Loyer,3828,M11
D0000840,2023-01-05,Salaires,7075,M11
D0000841,2023-01-20,Publicité,125,M11
D0000842,2023-01-04,Divers,147,M11
D0000843,2023-02-02,Loyer,3828,M11
D0000844,2023-02-05,Salaires,8919,M11
D0000845,2023-02-17,Divers,150,M11
D0000846,2023-03-02,Loyer,3828,M11
D0000847,2023-03-05,Salaires,7010,M11
D0000848,2023-03-13,Publicité,141,M11
D0000849,2023-03-14,Divers,75,M11
D0000850,2023-04-02,Loyer,3828,M11
D0000851,2023-04-05,Salaires,7877,M11
D0000852,2023-04-01,Divers,176,M11
D0000853,2023-05-02,Loyer,3828,M11
D0000854,2023-05-05,Salaires,7828,M11
D0000855,2023-05-20,Publicité,186,M11
D0000856,2023-05-08,Divers,149,M11
D0000857,2023-06-02,Loyer,3828,M11
D0000858,2023-06-05,Salaires,7299,M11
D0000859,2023-06-10,Publicité,150,M11
D0000860,2023-06-20,Divers,191,M11
D0000861,2023-07-02,Loyer,3828,M11
D0000862,2023-07-05,Salaires,8945,M11
D0000863,2023-07-15,Publicité,182,M11
D0000864,2023-07-22,Divers,64,M11
D0000865,2023-08-02,Loyer,3828,M11
D0000866,2023-08-05,Salaires,8934,M11
D0000867,2023-08-04,Divers,149,M11
D0000868,2023-09-02,Loyer,3828,M11
D0000869,2023-09-05,Salaires,7289,M11
D0000870,2023-09-05,Publicité,174,M11
D0000871,2023-09-16,Divers,162,M11
D0000872,2023-10-02,Loyer,3828,M11
D0000873,2023-10-05,Salaires,8600,M11
D0000874,2023-10-26,Divers,102,M11
D0000875,2023-11-02,Loyer,3828,M11
D0000876,2023-11-05,Salaires,7883,M11
D0000877,2023-11-01,Publicité,165,M11
D0000878,2023-11-15,Divers,163,M11
D0000879,2023-12-02,Loyer,3828,M11
D0000880,2023-12-05,Salaires,8317,M11
D0000881,2023-12-12,Divers,181,M11
D0000882,2024-01-02,Loyer,4060,M11
D0000883,2024-01-05,Salaires,7279,M11
D0000884,2024-01-20,Divers,143,M11
D0000885,2024-02-02,Loyer,4060,M11
D0000886,2024-02-05,Salaires,7267,M11
D0000887,2024-02-05,Publicité,103,M11
D0000888,2024-02-22,Divers,74,M11
D0000889,2024-03-02,Loyer,4060,M11
D0000890,2024-03-05,Salaires,8811,M11
D0000891,2024-03-20,Divers,126,M11
D0000892,2024-04-02,Loyer,4060,M11
D0000893,2024-04-05,Salaires,8658,M11
D0000894,2024-04-02,Publicité,116,M11
D0000895,2024-04-09,Divers,177,M11
D0000896,2024-05-02,Loyer,4060,M11
D0000897,2024-05-05,Salaires,8334,M11
D0000898,2024-05-19,Publicité,174,M11
D0000899,2024-05-01,Divers,80,M11
D0000900,2024-06-02,Loyer,4060,M11
D0000901,2024-06-05,Salaires,8374,M11
D0000902,2024-06-04,Publicité,106,M11
D0000903,2024-06-12,Divers,98,M11
D0000904,2024-07-02,Loyer,4060,M11
D0000905,2024-07-05,Salaires,7184,M11
D0000906,2024-07-15,Divers,70,M11
D0000907,2024-08-02,Loyer,4060,M11
D0000908,2024-08-05,Salaires,8731,M11
D0000909,2024-08-04,Divers,128,M11
D0000910,2024-09-02,Loyer,4060,M11
D0000911,2024-09-05,Salaires,7779,M11
D0000912,2024-09-09,Publicité,161,M11
D0000913,2024-09-03,Divers,104,M11
D0000914,2024-10-02,Loyer,4060,M11
D0000915,2024-10-05,Salaires,8120,M11
D0000916,2024-10-17,Publicité,127,M11
D0000917,2024-10-12,Divers,174,M11
D0000918,2024-11-02,Loyer,4060,M11
D0000919,2024-11-05,Salaires,8724,M11
D0000920,2024-11-14,Divers,182,M11
D0000921,2024-12-02,Loyer,4060,M11
D0000922,2024-12-05,Salaires,7534,M11
D0000923,2024-12-07,Divers,157,M11
D0000924,2023-01-02,Loyer,3512,M12
D0000925,2023-01-05,Salaires,8812,M12
D0000926,2023-01-08,Publicité,174,M12
D0000927,2023-01-19,Divers,94,M12
D0000928,2023-02-02,Loyer,3512,M12
D0000929,2023-02-05,Salaires,8628,M12
D0000930,2023-02-06,Publicité,145,M12
D0000931,2023-02-10,Divers,75,M12
D0000932,2023-03-02,Loyer,3512,M12
D0000933,2023-03-05,Salaires,7730,M12
D0000934,2023-03-01,Divers,188,M12
D0000935,2023-04-02,Loyer,3512,M12
D0000936,2023-04-05,Salaires,8089,M12
D0000937,2023-04-22,Divers,104,M12
D0000938,2023-05-02,Loyer,3512,M12
D0000939,2023-05-05,Salaires,8985,M12
D0000940,2023-05-16,Publicité,132,M12
D0000941,2023-05-16,Divers,73,M12
D0000942,2023-06-02,Loyer,3512,M12
D0000943,2023-06-05,Salaires,8108,M12
D0000944,2023-06-26,Divers,149,M12
D0000945,2023-07-02,Loyer,3512,M12
D0000946,2023-07-05,Salaires,7364,M12
D0000947,2023-07-20,Publicité,154,M12
D0000948,2023-07-08,Divers,159,M12
D0000949,2023-08-02,Loyer,3512,M12
D0000950,2023-08-05,Salaires,7420,M12
D0000951,2023-08-10,Divers,53,M12
D0000952,2023-09-02,Loyer,3512,M12
D0000953,2023-09-05,Salaires,7827,M12
D0000954,2023-09-02,Divers,50,M12
D0000955,2023-10-02,Loyer,3512,M12
D0000956,2023-10-05,Salaires,7401,M12
D0000957,2023-10-04,Divers,125,M12
D0000958,2023-11-02,Loyer,3512,M12
D0000959,2023-11-05,Salaires,8541,M12
D0000960,2023-11-09,Divers,174,M12
D0000961,2023-12-02,Loyer,3512,M12
D0000962,2023-12-05,Salaires,8474,M12
D0000963,2023-12-09,Divers,149,M12
D0000964,2024-01-02,Loyer,3799,M12
D0000965,2024-01-05,Salaires,8006,M12
D0000966,2024-01-10,Publicité,187,M12
D0000967,2024-01-27,Divers,123,M12
D0000968,2024-02-02,Loyer,3799,M12
D0000969,2024-02-05,Salaires,7208,M12
D0000970,2024-02-16,Divers,173,M12
D0000971,2024-03-02,Loyer,3799,M12
D0000972,2024-03-05,Salaires,8573,M12
D0000973,2024-03-02,Publicité,169,M12
D0000974,2024-03-14,Divers,124,M12
D0000975,2024-04-02,Loyer,3799,M12
D0000976,2024-04-05,Salaires,8125,M12
D0000977,2024-04-14,Divers,93,M12
D0000978,2024-05-02,Loyer,3799,M12
D0000979,2024-05-05,Salaires,7460,M12
D0000980,2024-05-16,Divers,185,M12
D0000981,2024-06-02,Loyer,3799,M12
D0000982,2024-06-05,Salaires,7576,M12
D0000983,2024-06-06,Publicité,176,M12
D0000984,2024-06-28,Divers,158,M12
D0000985,2024-07-02,Loyer,3799,M12
D0000986,2024-07-05,Salaires,8641,M12
D0000987,2024-07-16,Divers,165,M12
D0000988,2024-08-02,Loyer,3799,M12
D0000989,2024-08-05,Salaires,8422,M12
D0000990,2024-08-22,Divers,160,M12
D0000991,2024-09-02,Loyer,3799,M12
D0000992,2024-09-05,Salaires,8581,M12
D0000993,2024-09-18,Divers,119,M12
D0000994,2024-10-02,Loyer,3799,M12
D0000995,2024-10-05,Salaires,7542,M12
D0000996,2024-10-03,Publicité,200,M12
D0000997,2024-10-25,Divers,59,M12
D0000998,2024-11-02,Loyer,3799,M12
D0000999,2024-11-05,Salaires,7424,M12
D0001000,2024-11-16,Divers,144,M12
D0001001,2024-12-02,Loyer,3799,M12
D0001002,2024-12-05,Salaires,7627,M12
D0001003,2024-12-06,Publicité,177,M12
D0001004,2024-12-07,Divers,60,M12
D0001005,2023-01-02,Loyer,3664,M13
D0001006,2023-01-05,Salaires,7337,M13
D0001007,2023-01-09,Divers,137,M13
D0001008,2023-02-02,Loyer,3664,M13
D0001009,2023-02-05,Salaires,7854,M13
D0001010,2023-02-20,Publicité,112,M13
D0001011,2023-02-01,Divers,105,M13
D0001012,2023-03-02,Loyer,3664,M13
D0001013,2023-03-05,Salaires,7069,M13
D0001014,2023-03-08,Divers,104,M13
D0001015,2023-04-02,Loyer,3664,M13
D0001016,2023-04-05,Salaires,7488,M13
D0001017,2023-04-25,Divers,125,M13
D0001018,2023-05-02,Loyer,3664,M13
D0001019,2023-05-05,Salaires,7429,M13
D0001020,2023-05-06,Publicité,116,M13
D0001021,2023-05-09,Divers,146,M13
D0001022,2023-06-02,Loyer,3664,M13
D0001023,2023-06-05,Salaires,8275,M13
D0001024,2023-06-11,Publicité,156,M13
D0001025,2023-06-27,Divers,126,M13
D0001026,2023-07-02,Loyer,3664,M13
D0001027,2023-07-05,Salaires,7931,M13
D0001028,2023-07-04,Publicité,189,M13
D0001029,2023-07-05,Divers,73,M13
D0001030,2023-08-02,Loyer,3664,M13
D0001031,2023-08-05,Salaires,8966,M13
D0001032,2023-08-22,Divers,60,M13
D0001033,2023-09-02,Loyer,3664,M13
D0001034,2023-09-05,Salaires,8067,M13
D0001035,2023-09-11,Divers,170,M13
D0001036,2023-10-02,Loyer,3664,M13
D0001037,2023-10-05,Salaires,7910,M13
D0001038,2023-10-04,Publicité,134,M13
D0001039,2023-10-09,Divers,129,M13
D0001040,2023-11-02,Loyer,3664,M13
D0001041,2023-11-05,Salaires,7646,M13
D0001042,2023-11-21,Divers,87,M13
D0001043,2023-12-02,Loyer,3664,M13
D0001044,2023-12-05,Salaires,8849,M13
D0001045,2023-12-08,Divers,76,M13
D0001046,2024-01-02,Loyer,3947,M13
D0001047,2024-01-05,Salaires,8487,M13
D0001048,2024-01-19,Divers,116,M13
D0001049,2024-02-02,Loyer,3947,M13
D0001050,2024-02-05,Salaires,8674,M13
D0001051,2024-02-23,Divers,121,M13
D0001052,2024-03-02,Loyer,3947,M13
D0001053,2024-03-05,Salaires,7009,M13
D0001054,2024-03-18,Publicité,183,M13
D0001055,2024-03-27,Divers,75,M13
D0001056,2024-04-02,Loyer,3947,M13
D0001057,2024-04-05,Salaires,7426,M13
D0001058,2024-04-04,Divers,74,M13
D0001059,2024-05-02,Loyer,3947,M13
D0001060,2024-05-05,Salaires,8434,M13
D0001061,2024-05-01,Publicité,152,M13
D0001062,2024-05-17,Divers,154,M13
D0001063,2024-06-02,Loyer,3947,M13
D0001064,2024-06-05,Salaires,8113,M13
D0001065,2024-06-13,Divers,110,M13
D0001066,2024-07-02,Loyer,3947,M13
D0001067,2024-07-05,Salaires,7907,M13
D0001068,2024-07-17,Publicité,131,M13
D0001069,2024-07-20,Divers,159,M13
D0001070,2024-08-02,Loyer,3947,M13
D0001071,2024-08-05,Salaires,7125,M13
D0001072,2024-08-19,Divers,138,M13
D0001073,2024-09-02,Loyer,3947,M13
D0001074,2024-09-05,Salaires,8449,M13
D0001075,2024-09-25,Divers,182,M13
D0001076,2024-10-02,Loyer,3947,M13
D0001077,2024-10-05,Salaires,8869,M13
D0001078,2024-10-21,Divers,94,M13
D0001079,2024-11-02,Loyer,3947,M13
D0001080,2024-11-05,Salaires,8216,M13
D0001081,2024-11-05,Publicité,116,M13
D0001082,2024-11-02,Divers,189,M13
D0001083,2024-12-02,Loyer,3947,M13
D0001084,2024-12-05,Salaires,7366,M13
D0001085,2024-12-07,Publicité,154,M13
D0001086,2024-12-01,Divers,50,M13
